position_name,company,address,salary,time
视频算法工程师,海信网络科技公司,异地招聘,2-2.5万/月,11-02
人工智能算法工程师,北京翼辉信息技术有限公司,北京,1.5-2.5万/月,11-02
安卓安全工程师,北京动心网络科技有限公司,北京-朝阳区,3.5-5万/月,11-02
大数据软件工程师,北京锐安科技有限公司,北京,1-1.6万/月,11-02
测试开发工程师,91金融,北京-西城区,1-2万/月,11-02
Java开发工程师,嘉仕软件江苏有限公司,北京-朝阳区,0.8-1.2万/月,11-02
模型算法 开发工程师,海南省人力资源市场,北京,,11-02
机器学习工程师,北京智维盈讯网络科技有限公司,北京-朝阳区,2-3万/月,11-02
C++软件工程师（北京）,盘石软件（上海）有限公司,北京-昌平区,1-1.5万/月,11-02
大数据运维工程师,北京盛世全景科技股份有限公司,北京,0.8-1.4万/月,11-02
Zabbix开发工程师,北京拓实科技有限公司,北京-海淀区,1-1.5万/月,11-02
大数据开发工程师,中元众诚（北京）科技有限公司,北京-海淀区,2-2.5万/月,11-02
Deep Learning Solution Architect,英伟达半导体技术服务（上海）有限...,北京,,11-01
手游数据分析,北京酷鱼畅享科技有限公司,北京-朝阳区,1.5-2万/月,11-01
高级测试工程师,北京晓明筑梦数据服务有限公司,北京-朝阳区,1-1.8万/月,11-01
测试工程师,国鑫黄金贵金属经营有限公司,北京-海淀区,0.8-1.2万/月,11-01
风控数据建模,北京微粟信用管理有限公司,北京-朝阳区,1-1.5万/月,11-01
数据运营主管/数据分析师(J10508),藤门国际教育科技（北京）有限公司,北京-东城区,1-1.5万/月,11-01
场景文字识别OCR算法工程师,北京三星通信技术研究有限公司,北京-朝阳区,1.5-2.5万/月,11-01
测试开发工程师,北京艾瑞思机器人技术有限公司,北京-海淀区,2.5-3万/月,11-01
大数据分析师,长安新生（深圳）金融投资有限公司,北京-朝阳区,1-2万/月,10-31
测试工程师,纳米丽（北京）科技有限公司,北京-朝阳区,0.8-1.5万/月,10-31
C语言开发工程师,北京数创世纪软件技术有限公司,北京-朝阳区,0.8-1万/月,10-31
后端开发工程师,心灵失重（北京）科技有限公司,北京-朝阳区,1.4-2.9万/月,10-31
高级测试工程师（移动端）,敦煌网,北京-海淀区,1-1.8万/月,10-31
机器学习实习生,博彦科技股份有限公司,北京,,10-31
算法工程师,上海磐度信息科技有限公司,北京-朝阳区,2-2.5万/月,10-31
叶片结构工程师/叶片所所长,三一重型能源装备有限公司,北京-昌平区,2-3万/月,10-31
业务分析及策略优化专家(私有云)-北京-01283,杭州博盾习言科技有限公司,北京-海淀区,3-3.9万/月,10-30
高级Java研发工程师,北京多知科技有限公司,北京-朝阳区,1.5-3万/月,10-30
视觉算法工程师,湖南三一泵送机械有限公司,北京-昌平区,3-6万/月,10-30
集成测试,哈曼智联科技（成都）有限公司北京...,异地招聘,1-1.5万/月,10-30
互联网软件开发工程师,北京汉典制药有限公司,北京-朝阳区,1.5-2万/月,10-30
数据仓库工程师（大数据方向）,百丽新零售,北京,1-1.5万/月,10-30
数据分析师(000471),宝宝树（北京）信息技术有限公司,北京,1.5-2万/月,10-30
中级QA测试工程师,北京天空卫士网络安全技术有限公司,北京-大兴区,1.3-1.8万/月,10-30
机器学习工程师,天阳宏业,北京-西城区,0.9-1.2万/月,10-29
Linux系统工程师,北京近颐科技有限公司,北京-海淀区,0.6-1万/月,10-29
生物信息分析专员,北京中康博生物科技有限公司,北京-大兴区,6-8千/月,10-29
数据采集工程师,汇桔网,北京-海淀区,1-1.5万/月,10-29
中高级测试工程师,浙江点我达网络科技有限公司,异地招聘,1.3-2.6万/月,10-29
技术总监,新新人类（北京）科技有限公司,北京-丰台区,25-40万/年,10-29
数据分析师,上海慧连信息技术有限公司,北京-石景山区,0.8-1.5万/月,10-29
Senior PV Engineer - Landslide,思博伦通信科技（北京）有限公司,北京,1.5-2.3万/月,10-29
运维开发工程师,中国搜索信息科技股份有限公司,北京,,10-29
系统运维工程师,北京兜有电子商务有限公司,北京-朝阳区,0.8-1.5万/月,10-29
BI数据分析专员,德佑房地产经纪有限公司,北京,,10-29
高级运维工程师 （Windows方向）(J10533),北控水务（中国）投资有限公司,北京-朝阳区,1.5-2万/月,10-29
大数据讲师,青岛伟东云教育集团有限公司,北京-海淀区,1.5-2万/月,10-29
前端测试开发工程师,人人行（借贷宝）,北京-朝阳区,1.5-2万/月,10-29
软件实施工程师(000457),北京车网互联科技有限公司,北京-朝阳区,1-1.5万/月,10-29
大型央企技术服务-算法模型,北京东晨联创科技股份有限公司,北京-海淀区,1-2万/月,10-28
web前端,原理科技（北京）有限公司,北京-海淀区,2-3万/月,10-27
CAE工程师,纳通医疗集团,北京-海淀区,1-1.5万/月,10-27
web工程师,中科创达新产品事业部,北京-海淀区,1-1.5万/月,10-27
游戏运维工程师,北京神奇时代网络有限公司,北京-朝阳区,1-1.5万/月,10-27
北京数据库工程师,北京赛宝通科技发展有限公司,北京-海淀区,1-1.5万/月,10-27
游戏开发工程师,北京木瓜移动科技股份有限公司,北京-海淀区,1-2万/月,10-26
NLP算法工程师-数据挖掘,华瑞新智科技（北京）有限公司,北京-海淀区,1.5-3万/月,10-26
系统运维工程师,中意资产管理有限责任公司,北京-朝阳区,20-50万/年,10-26
系统测试(高级)工程师 System Test (Sr. )Engineer,哈曼（中国）投资有限公司,北京-朝阳区,,10-26
C开发工程师,北京新桥信通科技股份有限公司,北京-海淀区,1.5-3万/月,10-26
大数据工程师,北京山水云图科技有限公司,北京-海淀区,1-1.5万/月,10-26
DBA数据库管理工程师,中驰车福电子商务有限公司,北京-海淀区,1.5-2万/月,10-26
遥感与生态首席,北京双顺达信息技术股份有限公司,北京,3-4万/月,10-26
动画绑定师,北京珠玛辰光文化传媒有限公司,北京-朝阳区,0.8-1.5万/月,10-26
区块链工程师,北京息通网络技术有限公司,北京-朝阳区,1-1.5万/月,10-26
运维工程师,北京迪曼森科技有限公司,北京-海淀区,0.8-1万/月,10-26
量化程序化研究员,中电投先融期货股份有限公司,北京-西城区,1.2-1.5万/月,10-26
集成电路数字前端设计工程师（北京）,上海楷登电子科技有限公司,北京,,10-25
美团出行-测试开发工程师(客户端方向)#3646,美团点评,北京,1.5-2万/月,10-25
算法工程师,北京平安快轿科技有限公司,北京-丰台区,1.8-3万/月,10-25
GO开发工程师,北京传奇华育教育科技股份有限公司,北京-海淀区,1-2万/月,10-25
游戏测试-北京-00143,北京飞流九天科技有限公司,北京-东城区,1-1.4万/月,10-25
高级Java开发工程师,北京钱得乐科技有限公司,北京-朝阳区,2.5-4万/月,10-25
运维工程师,合医（北京）网络科技有限公司,北京-东城区,0.7-1.5万/月,10-25
高级测试工程师,北京海泰方圆科技股份有限公司,北京,1-1.8万/月,10-25
电气测试工程师,世用汽车有限公司,北京-朝阳区,15-20万/年,10-25
大数据工程师,吉贝克信息技术有限公司,北京,1.5-2万/月,10-25
美资互联网公司-SQL（第三方长期）,某外资上市人力资源公司,北京-朝阳区,0.8-1.5万/月,10-25
衍生品交易员(Junior Derivative Trader),渠荷投资集团有限公司,北京-朝阳区,1-1.5万/月,10-25
高级持续集成工程师,北京九恒星科技股份有限公司,北京-海淀区,1.5-2万/月,10-24
LINUX网络高级开发工程师,北京红云融通技术有限公司,北京,2-2.5万/月,10-24
资管条线-量化策略研究,联储证券有限责任公司,北京-朝阳区,1.2-2万/月,10-24
Web前端开发工程师,乐宝贝（北京）科技有限公司,北京-昌平区,0.7-1万/月,10-24
流体仿真工程师,博雅工道（北京）机器人科技有限公司,北京-海淀区,1.5-2.5万/月,10-24
自动化测试工程师,卓越运维（北京）科技有限公司,北京,1-1.5万/月,10-24
机器人软件系统研究员,地壳机器人科技有限公司,异地招聘,0.8-1.5万/月,10-24
系统运维工程师,北京互动蓝图网络科技有限公司,北京-昌平区,0.8-1.5万/月,10-23
运营经理（资源管理方向）,上海聚力传媒技术有限公司 PPTV网...,北京,0.8-1万/月,10-23
金融产品经理,北京融七牛信息技术有限公司,北京,,10-23
Unity 3D 高级主程（服务器/客户端）,中检邦迪（北京）智能科技有限公司,北京-海淀区,1.5千以下/月,10-23
大数据开发工程师,北京市计算中心,北京-海淀区,0.7-1.1万/月,10-23
PHP开发工程师,中国婚博会,北京-海淀区,1.5-3万/月,10-23
软件研发工程师,北京仁光科技有限公司,北京,0.8-1万/月,10-23
软件开发工程师,北京东方园林环境股份有限公司,北京-朝阳区,1.5-2.5万/月,10-23
数据分析师,达疆网络科技（上海）有限公司,北京,,10-22
数据挖掘算法工程师,上海利连信息科技有限公司,北京-朝阳区,0.8-2万/月,10-22
大数据开发工程师,北京五维星宇科技有限公司,北京-朝阳区,12-20万/年,10-22
运维工程师,北京北科德源生物医药科技有限公司,北京-海淀区,0.8-1万/月,10-22
解决方案测试工程师(无线通信系统)（北京）,大唐移动通信设备有限公司,北京,,10-22
系统运维工程师,葆婴有限公司,北京-大兴区,1-1.5万/月,10-22
大数据支持专员,内蒙古蒙牛乳业（集团）股份有限公司,北京-朝阳区,0.8-1万/月,10-22
生物分析工程师,深圳谱元科技有限公司,异地招聘,10-15万/年,10-22
数据分析师,中国金融在线-金融界,北京,1-2万/月,10-22
软件研发工程师,北京锐智集数电子有限公司,北京-海淀区,0.8-1.5万/月,10-22
数据分析高级经理,北京每日优鲜便利购电子商务有限公司,北京-朝阳区,2-3.5万/月,10-22
光大科技-运维自动化研发岗,光大科技有限公司,北京,,10-22
总行信息科技部-系统分析岗（信息安全运营方向）,中国光大银行总行,北京,,10-22
系统管理岗,中国光大银行信用卡中心,北京,,10-22
图像分类识别算法仿真实现,恒大法拉第未来智能汽车（广东）有...,北京,,10-19
开发工程师,中国民航信息网络股份有限公司,北京,,09-06
数据模型,中信百信银行股份有限公司,北京,,08-17
信息技术 亚太及大中华区信息技术服务中心 软件工程师 北京 硕士,思科系统（中国）研发有限公司,北京,,09-19
测试工程师,北京明略软件系统有限公司,北京,,10-19
02 PC工具软件工程师（北京）,瓴盛科技有限公司,北京,,09-28
运行维护岗,中国再保险（集团）股份有限公司,北京,,10-12
人工智能方向,北京博奥晶典生物技术有限公司,北京,,09-18
Trucker Path—数据挖掘工程师,北京千橡网景科技发展有限公司,北京,,08-09
芯片深度学习算法工程师python,上海奕见企业管理咨询有限公司,异地招聘,5-7万/月,12-21
.初级Python爬虫开发+五险一金,郑州河俊信息科技有限公司,北京-昌平区,4-8千/月,12-20
.零基础Python开发实习生,郑州鼎杰电子科技有限公司,北京-昌平区,4-8.2千/月,12-20
-Python开发工程师实习生,河南数禾信息科技有限公司,北京,4.5-7.5千/月,12-20
Python高级开发工程师,北京知行健教育科技有限公司,北京-海淀区,1.5-2千/月,12-20
Python实习生,创盛视联数码科技（北京）有限公司,北京-海淀区,3-4.5千/月,12-16
Python开发工程师,广州恒毅投资管理有限公司,北京-海淀区,0.5-1.5万/月,12-15
Python爬虫开发工程,软通动力信息技术（集团）有限公司,北京,1-1.5万/月,12-19
量化投资研究员（实习）,江海证券有限公司,北京,1.5-4千/月,12-21
数据分析实习生（偏技术）(J10714),北京河狸家信息技术有限公司,北京-朝阳区,2-3千/月,12-21
爬虫工程师,北京世纪超星信息技术发展有限责任...,北京-海淀区,5-6千/月,12-21
算法工程师（用户画像方向）,广州尚宸企业管理顾问有限公司,异地招聘,5-7万/月,12-21
爬虫开发工程师,优师优堂（北京）网络科技有限公司,北京-朝阳区,3-4.5千/月,12-21
大数据研发实习生,北京好赞移动科技有限公司,北京-朝阳区,4-6千/月,12-21
数据分析及报表开发工程师,华普天健会计师事务所（特殊普通合...,北京,2-3千/月,12-21
机器人视觉工程师,北京凌天世纪控股股份有限公司,北京-通州区,1.5-2千/月,12-21
Web前端开发工程师,北京华清远见科技发展有限公司,北京-海淀区,4-7千/月,12-21
算法工程师（计算机视觉/AI）,珠海汇金科技股份有限公司,北京-朝阳区,1-1千/月,12-21
系统架构师,北京标融科技发展有限公司,北京-海淀区,5-8万/月,12-21
视频架构工程师5人,宏图瀛通（广州）人力资源有限公司,北京,80-130万/年,12-21
深度学习算法并行映射研发工程师,年享人力资源管理（上海）有限公司,异地招聘,5-7万/月,12-20
web测试工程师,湖北蚂蚁云服信息科技有限公司,异地招聘,4-8千/月,12-20
AI &大数据 首席架构师,北京比财数据科技有限公司,北京-朝阳区,5-7万/月,12-14
资深算法专家,威霖管理顾问（北京）有限公司,北京-朝阳区,7-10万/月,12-13
Lead Big Data Engineer（Director）,成都天普企业管理咨询有限公司,异地招聘,7-9万/月,12-12
linux运维工程师,北京泰立众和通信技术有限公司,北京-朝阳区,4-8千/月,12-05
算法工程师,北京英进质方科技有限公司,北京-海淀区,200元/天,12-05
区块链开发架构师,新湃科技（宁波）有限公司,北京-朝阳区,5-7万/月,11-30
实习生(计算机、财政、财务相关专业),北京大数元科技发展有限公司,北京-海淀区,2-3千/月,11-27
Data Analyst,华尔特人才咨询（上海）有限公司,异地招聘,5-7万/月,11-26
校招- AWS云计算中国区技术支持工程师,宁夏西云数据科技有限公司,北京-朝阳区,1.5-2千/月,11-26
农机作业大数据系统研发,北京农业信息技术研究中心,北京,5-8千/月,11-12
电力大数据开发工程师,国能润泽（北京）科技有限公司,北京-朝阳区,5-8千/月,10-25
数据挖掘岗,阳光保险集团股份有限公司,北京-通州区,0.8-1万/月,12-21
"TAS - Valuations, Modeling and Economics  - Data Analytics - Senior Accountant",EY安永,北京,,12-21
资深go开发工程师（Paas）(J12168),北京北森云计算股份有限公司,北京-海淀区,2.5-3万/月,12-18
SFE-销售效率主管（北京）,上海众佳商务咨询有限公司,北京-丰台区,6-8千/月,12-12
客户实验室-IT岗,阳光人寿保险股份有限公司,北京-朝阳区,0.8-1.5万/月,11-22
EDGE Data Scientist（某美资金融科技公司）,广州市柏纳管理顾问有限公司,北京,3-4万/月,11-01
资深数据科学家,上海泽恩实业有限公司,异地招聘,2-5万/月,10-31
Python开发工程师,北京中体骏彩信息技术有限公司,北京-朝阳区,1.5-2万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
后端架构师(Python),中建材信息技术股份有限公司,北京-海淀区,1.8-3万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
Python高级服务端开发工程师,奇虎360科技有限公司,北京,,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
python研发工程师（爬虫方向）(J11045),北京传智播客教育科技有限公司,北京-昌平区,1.5-2.2万/月,12-21
Python就业指导老师(J10736),北京传智播客教育科技有限公司,北京-顺义区,1-1.5万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
高级Python开发工程师,北京量子保科技有限公司,北京-海淀区,2.5-3万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
python游戏后端开发,北京阳阳丽康商贸有限公司,北京-朝阳区,1.5-2万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
Python开发工程师,北京联龙博通电子商务技术有限公司,北京-丰台区,1-1.5万/月,12-21
Python开发工程师,博彦科技股份有限公司,北京,1-1.5万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
Python开发工程师,南京绛门信息科技股份有限公司,北京-朝阳区,1-1.5万/月,12-21
LinuxC++/Python研发工程师,北京好巧国际旅行社有限公司,北京-朝阳区,2-3.5万/月,12-21
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,12-21
python开发工程师(4070),完美世界（北京）总部/完美时空,北京,2-2.5万/月,12-21
Python开发工程师,绫致时装（天津）有限公司,北京-朝阳区,1-1.5万/月,12-21
Senior Retail System Engineer(Python),绫致时装（天津）有限公司,北京-朝阳区,1.5-2万/月,12-21
Python开发工程师（odoo OpenERP开发）,绫致时装（天津）有限公司,北京-朝阳区,1-1.5万/月,12-21
Python测试开发工程师,北京多来点信息技术有限公司,北京-西城区,1.5-2.5万/月,12-20
Python 研发工程师,字节跳动,北京,2.5-4.5万/月,12-20
服务器开发（懂python）,文思海辉技术有限公司Pactera Tec...,北京,0.8-1万/月,12-20
Python开发工程师(石家庄）,北京慧铭软件有限公司,异地招聘,0.8-1万/月,12-20
高级Python工程师,汇中泰德投资有限公司,北京,2.5-4万/月,12-20
Python开发工程师,北京学神科技有限公司,北京-昌平区,1-1.5万/月,12-20
Python人工智能实习生,寰宇优才教育科技（北京）有限公司,北京-朝阳区,0.8-1万/月,12-20
Python开发工程师,瞬联软件科技（北京）有限公司 CI...,北京,1.2-2.4万/月,12-19
Python项目经理,北京八维研修学院,北京-海淀区,2-3万/月,12-19
Python+人工智能讲师,北京网络职业学院,北京-房山区,1.5-3.5万/月,12-17
Python开发工程师-ZH,北京四维图新科技股份有限公司,北京,2-4万/月,12-12
少儿编程Python讲师,北京童程童美科技有限公司,北京-海淀区,1.5-2万/月,12-06
Python讲师（爬虫/机器学习方向） (MJ005247),北京童程童美科技有限公司,北京-东城区,2.5-3.5万/月,12-06
Python高级开发工程师,北京童程童美科技有限公司,北京-海淀区,2.5-3万/月,12-06
python讲师,北京童程童美科技有限公司,北京-海淀区,1.5-3万/月,12-06
Python讲师（青少儿方向）,北京童程童美科技有限公司,北京-海淀区,1.5-2.5万/月,12-06
高级Python后端工程师,颉一软件科技有限公司,北京,2-2.5万/月,12-06
Python/Golang 工程师,图玛深维医疗科技（北京）有限公司,北京-朝阳区,1.5-2.5万/月,11-27
少儿编程讲师-python方向,达内时代科技集团有限公司,北京-海淀区,1.5-3万/月,11-23
PHP/Python研发主管,慧与软件（济宁）人才产业基地管理...,北京-朝阳区,2-4万/月,11-16
python讲师（少儿编程）,达内时代科技集团有限公司,北京-海淀区,1.5-3万/月,11-15
Python讲师,达内时代科技集团有限公司,北京,1.8-3万/月,11-10
Python高级开发工程师 (MJ003815),达内时代科技集团有限公司,北京,1.5-2.5万/月,11-10
Python高级工程师 (MJ000711),达内时代科技集团有限公司,北京,1.5-2.5万/月,11-10
Python开发工程师 (MJ004003),达内时代科技集团有限公司,北京,1.5-3万/月,11-07
Python讲师-机器学习方向 (MJ004042),达内时代科技集团有限公司,北京-海淀区,2-3.5万/月,11-07
Python讲师 (MJ004002),达内时代科技集团有限公司,北京,1.5-3万/月,11-07
Python开发工程师（商业变现校招）,字节跳动,北京,2-2.6万/月,11-06
Python后端开发工程师,中经网数据有限公司,北京-西城区,1-3万/月,11-02
Python开发工程师,北京汉迪移动互联网科技股份有限公司,北京-海淀区,1.5-3万/月,10-26
大数据研发工程师,字节跳动,北京,2-4万/月,12-21
安全实习工程师 - 有转正机会,字节跳动,北京,0.8-1万/月,12-21
高级招聘专员(J11647),北京传智播客教育科技有限公司,北京-昌平区,0.8-1.2万/月,12-21
linux系统工程师,国和瑞斯（北京）科技有限公司,北京-海淀区,0.8-1万/月,12-21
初、中级软件开发工程师（C#语言）,北京天舟上元信息技术有限公司,北京,0.6-1.2万/月,12-21
高级测试工程师,北京中体骏彩信息技术有限公司,北京-朝阳区,1.5-2万/月,12-21
高级安全工程师（开发方向）,北京中体骏彩信息技术有限公司,北京-朝阳区,1.5-2万/月,12-21
资深软件工程师,北京中体骏彩信息技术有限公司,北京-朝阳区,2.5-3万/月,12-21
高级系统工程师,北京中体骏彩信息技术有限公司,北京-朝阳区,1-1.5万/月,12-21
资深测试工程师,北京中体骏彩信息技术有限公司,北京-朝阳区,2-2.5万/月,12-21
高级自动化测试工程师,北京中体骏彩信息技术有限公司,北京-朝阳区,1.5-2万/月,12-21
后端研发工程师,上海德拓信息技术股份有限公司,北京-朝阳区,0.6-1万/月,12-21
ETL开发工程师,上海德拓信息技术股份有限公司,北京-朝阳区,1-1.6万/月,12-21
数据开发工程师,上海德拓信息技术股份有限公司,北京-朝阳区,1-1.6万/月,12-21
(DF)AI data processing expertAI数据处理专家(93128),西门子（中国）有限公司 数字化工...,北京,,12-21
顾问-系统实施-税务科技部-北京,PwC 普华永道,北京,,12-21
Manager - Credit Modeler-  FS - Assurance _ Beijing,PwC 普华永道,北京,,12-21
Associate - Credit Modeler - FS - Assurance  _ Beijing,PwC 普华永道,北京,,12-21
人工智能自然语言处理（NLP）算法工程师/专家,vivo智能手机（维沃移动通信有限公...,异地招聘,3-4万/月,12-21
自然语言处理（NLP）算法工程师/专家,vivo智能手机（维沃移动通信有限公...,异地招聘,3-4万/月,12-21
高级Java开发工程师(AICC),北京捷通华声科技股份有限公司,北京,1.5-3万/月,12-21
高级C++开发工程师(灵云 SDK),北京捷通华声科技股份有限公司,北京,1.5-3万/月,12-21
大数据开发总监,北京捷通华声科技股份有限公司,北京,2.5-5万/月,12-21
高级软件开发工程师,航天开元科技有限公司,北京,1.5-2万/月,12-21
互联网高级测试工程师,天津人瑞人力资源服务有限公司,北京-朝阳区,2.5-4.5万/月,12-21
应用安全工程师-web,DaDa,北京-朝阳区,1.5-3万/月,12-21
C++开发工程师,瞬联软件科技（北京）有限公司 CI...,异地招聘,1.2-2.4万/月,12-21
Linux运维工程师,大连东软思维科技发展有限公司,北京-石景山区,1-1.5万/月,12-21
PHP技术经理(001104),北京融联世纪信息技术有限公司,北京,3-5.5万/月,12-21
Hadoop大数据开发工程师,北京飞利信科技股份有限公司,北京,0.8-1.6万/月,12-21
游戏服务器端开发工程师,4399.com（北京）,北京-海淀区,1.5-2.5万/月,12-21
配置管理系统实施工程师（集成1858）,北京南天软件有限公司,北京-朝阳区,0.8-1.6万/月,12-21
安全运维专家（集成1855）,北京南天软件有限公司,北京-丰台区,3-6万/月,12-21
Java开发工程师（集成1851）,北京南天软件有限公司,北京,0.8-1.6万/月,12-21
数据库技术研究员（赢时胜研究院）,深圳市赢时胜信息技术股份有限公司...,北京-朝阳区,2.5-3.5万/月,12-21
持续构建技术研究员,深圳市赢时胜信息技术股份有限公司...,北京-朝阳区,2-3万/月,12-21
前端技术研究员,深圳市赢时胜信息技术股份有限公司...,北京-朝阳区,2-3万/月,12-21
2019应届--大数据云计算系统工程师,北京中盾安民分析技术有限公司,北京-昌平区,10-15万/年,12-21
FPGA技术支持工程师,深圳市依元素科技有限公司,北京-海淀区,0.6-1万/月,12-21
图像算法工程师（深度学习）,北京理工雷科电子信息技术有限公司,北京,12-18万/年,12-21
Linux运维工程师,北京商高科技有限公司,北京-丰台区,1-1.5万/月,12-21
银行操作监控工程师（NO.SSC1501）,北京南天软件有限公司,北京,0.8-1.5万/月,12-21
数据挖掘工程师(J181214014),滴滴出行,北京-海淀区,2-2.5万/月,12-21
语音识别（语言模型）工程师(J181126010),滴滴出行,北京-海淀区,2-2.5万/月,12-21
大数据分析与应用部系统维护岗,中国民生银行股份有限公司信用卡中心,北京,1-1.5万/月,12-21
App混合开发工程师（GY1fbq）,北京东方国信科技股份有限公司,北京,1-2万/月,12-21
测试经理,北京傲盾软件有限责任公司,北京-海淀区,1.5-2.5万/月,12-21
测试工程师（昌平）,北京中油瑞飞信息技术有限责任公司,北京-昌平区,1.5-2.5万/月,12-21
前端开发工程师（PaaS方向）,北京中油瑞飞信息技术有限责任公司,北京-昌平区,1.5-2.5万/月,12-21
后端开发工程师（PaaS方向）,北京中油瑞飞信息技术有限责任公司,北京-昌平区,1.5-2.5万/月,12-21
高级测试工程师,北京顺天大有信息科技有限公司,北京-海淀区,1.5-2万/月,12-21
运维工程师,北京顺天大有信息科技有限公司,北京-海淀区,1-1.5万/月,12-21
后端开发工程师,北京顺天大有信息科技有限公司,北京-海淀区,6-8千/月,12-21
运维项目管理,南京优玛软件科技有限公司,北京-海淀区,1.5-2万/月,12-21
运维开发岗,南京优玛软件科技有限公司,北京-海淀区,1.5-2万/月,12-21
图像工程师,北京迈纳士手术机器人技术股份有限...,北京-大兴区,1.5-3万/月,12-21
运维项目管理,南京优玛软件科技有限公司,北京-海淀区,1.5-2万/月,12-21
角色特效师,北京环宇星漫文化传播有限公司,北京-朝阳区,1.5-2.5万/月,12-21
网络安全运维专业教师,北京网络职业学院,北京-房山区,1-2万/月,12-21
3D动画高级绑定师,北京环宇星漫文化传播有限公司,北京-朝阳区,1-1.5万/月,12-21
3D动画特效总监,北京环宇星漫文化传播有限公司,北京-朝阳区,3-5万/月,12-21
3D动画Pipeline TD,北京环宇星漫文化传播有限公司,北京-朝阳区,1-1.5万/月,12-21
基础架构高级/资深工程师 - 抖音/火山,字节跳动,北京,2.5-5万/月,12-21
核心研发工程师 - 抖音短视频,字节跳动,北京,2.5-5万/月,12-21
核心研发工程师 - 火山小视频,字节跳动,北京,2.5-5万/月,12-21
推荐架构实习生 - 抖音/火山,字节跳动,北京,3-6千/月,12-21
运维工程师,南京优玛软件科技有限公司,北京-海淀区,1.5-2万/月,12-21
软件测试工程师,北京北纬通信科技股份有限公司,北京,0.8-1.2万/月,12-21
游戏JAVA服务器开发工程师,北京北纬通信科技股份有限公司,北京,1.5-2万/月,12-21
手机网游C++客户端开发工程师,北京北纬通信科技股份有限公司,北京,1.5-2万/月,12-21
中级算法工程师,中国软件与技术服务股份有限公司,北京-丰台区,1-1.5万/月,12-21
运维工程师（云平台、大数据）,中国软件与技术服务股份有限公司,北京-丰台区,1-1.5万/月,12-21
Sr. Technical Analyst-Oracle Linux&VM,甲骨文（中国）软件系统有限公司,北京-海淀区,,12-21
大数据开发工程师,北京中经惠众科技有限公司,北京-西城区,1.5-2.5万/月,12-21
NLP算法工程师,北京中经惠众科技有限公司,北京-西城区,2.5-3.5万/月,12-21
校招—芯片开发工程师,联发科技股份有限公司,北京-朝阳区,25-30万/年,12-21
Unity3d开发工程师,北京招通致晟科技有限公司,北京,1-1.5万/月,12-21
Unity3d开发工程师,北京招通致晟科技有限公司,北京,1-1.5万/月,12-21
自动化测试工程师-北京,中建材信息技术股份有限公司,北京,0.8-1.5万/月,12-21
Java高级开发工程师,中建材信息技术股份有限公司,北京,1.5-2.5万/月,12-21
JAVA高级软件工程师,中建材信息技术股份有限公司,北京,1.5-2.5万/月,12-21
运维工程师,中建材信息技术股份有限公司,北京,0.9-1万/月,12-21
研发工程师,中建材信息技术股份有限公司,北京,1-2.5万/月,12-21
系统运维 工程师,中建材信息技术股份有限公司,北京-海淀区,1.2-2万/月,12-21
测试工程师（GYHL1hy),北京东方国信科技股份有限公司,北京,0.8-1.6万/月,12-21
故障预测与健康管理（PHM）（GYHLW1sgm）,北京东方国信科技股份有限公司,北京,0.8-1.5万/月,12-21
中高级测试工程师（GYHLW1bh）,北京东方国信科技股份有限公司,北京,1.2-2.4万/月,12-21
大数据研发工程师（GY1fbq）,北京东方国信科技股份有限公司,北京,1-2万/月,12-21
软件测试（GYHLW1bh）,北京东方国信科技股份有限公司,北京,0.7-1.4万/月,12-21
大数据与信息化咨询顾问（GYHLW1llpj）,北京东方国信科技股份有限公司,北京,1.5-2.5万/月,12-21
数据挖掘与分析工程师（GY1lcx）,北京东方国信科技股份有限公司,北京,0.6-1.5万/月,12-21
软件测试（GY1bh）,北京东方国信科技股份有限公司,北京,0.7-1.4万/月,12-21
系统架构师（GYHLW1zq）,北京东方国信科技股份有限公司,北京,1.5-3万/月,12-21
运维工程师（GYHLW1xhy）,北京东方国信科技股份有限公司,北京,1-1.5万/月,12-21
运维架构师（GYHLW1xhy）,北京东方国信科技股份有限公司,北京,1.8-2.5万/月,12-21
