position_name,company,address,salary,time
校-机器学习工程师（nlp方向）,北京华宇元典信息服务有限公司,北京-海淀区,0.7-1.2万/月,11-21
数据挖掘工程师（数据平台产品）,北京麦圃国际咨询顾问有限公司,北京-朝阳区,1-1.5万/月,11-21
Pipeline-TD,(MORE VFX)墨境天合无锡数字图像科...,异地招聘,0.5-2万/月,11-21
部门TD,(MORE VFX)墨境天合无锡数字图像科...,北京-朝阳区,0.8-1.2万/月,11-21
pipeline TD,(MORE VFX)墨境天合无锡数字图像科...,北京-朝阳区,0.8-1.5万/月,11-21
R&D软件开发工程师,(MORE VFX)墨境天合无锡数字图像科...,北京-朝阳区,1-1.5万/月,11-21
高级Java开发工程师,北京云测信息技术有限公司,北京,2-2.5万/月,11-21
AI研发工程师 (MJ004867),达内时代科技集团有限公司,北京-海淀区,1.8-3万/月,11-21
java项目经理,金电联行（北京）信息技术有限公司,北京-朝阳区,1.5-2.5万/月,11-21
生物信息工程师,北京新抗元生物技术有限公司,北京-昌平区,1-1.5万/月,11-21
生物信息研发工程师,北京星云医学检验实验室有限公司,北京-大兴区,1-1.5万/月,11-21
新浪财经-高级NLP工程师,新浪微博,北京-海淀区,1.5-2.5万/月,11-20
AI算法工程师（杭州/深圳）,华为技术有限公司,异地招聘,1.5-3.5万/月,11-20
自动化运维工程师,神州网信技术有限公司,北京,2.5-3万/月,11-20
测试开发工程师,神州网信技术有限公司,北京,1.5-2万/月,11-20
高级源代码分析工程师,神州网信技术有限公司,北京,2.5-3万/月,11-20
源代码分析工程师,神州网信技术有限公司,北京,2.5-3万/月,11-20
Java开发工程师,深圳多诺信息科技有限公司,北京-海淀区,1.5-2.5万/月,11-20
自动化接口测试工程师,纬创软件（北京）有限公司,北京-朝阳区,1.5-2万/月,11-20
嵌入式软件工程师,北京智行者科技有限公司,北京-昌平区,1.5-2.5万/月,11-19
传感器工程师,北京智行者科技有限公司,北京-昌平区,2-2.5万/月,11-19
车辆仿真工程师,北京智行者科技有限公司,北京-昌平区,2.5-3万/月,11-19
SLAM算法工程师,北京智行者科技有限公司,北京-昌平区,40-50万/年,11-19
轨迹规划算法工程师,北京智行者科技有限公司,北京-昌平区,30-40万/年,11-19
行为规划算法工程师,北京智行者科技有限公司,北京-昌平区,40-50万/年,11-19
SLAM算法工程师,北京智行者科技有限公司,北京-昌平区,3-6万/月,11-19
高精地图开发工程师,北京智行者科技有限公司,北京-昌平区,3-4万/月,11-19
车辆仿真工程师,北京智行者科技有限公司,北京-昌平区,2-4万/月,11-19
激光感知算法工程师,北京智行者科技有限公司,北京-昌平区,2-4万/月,11-19
传感器工程师,北京智行者科技有限公司,北京-昌平区,2.5-5万/月,11-19
传感器工程师,北京智行者科技有限公司,北京-昌平区,2.5-3万/月,11-19
自动驾驶高精地图开发工程师,北京智行者科技有限公司,北京-昌平区,3-4万/月,11-19
操作系统优化工程师,北京智行者科技有限公司,北京-昌平区,1.5-3万/月,11-19
数据分析挖掘实习生（CS1zyl）,北京东方国信科技股份有限公司,北京,3-4千/月,11-19
数据分析挖掘工程师（CS1zyl）,北京东方国信科技股份有限公司,北京,0.8-1.6万/月,11-19
人脸属性检测算法工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.7-3.4万/月,11-19
深度学习图形图像算法工程师,深圳达闼科技控股有限公司,北京-朝阳区,2-4万/月,11-19
深度学习算法工程师,深圳达闼科技控股有限公司,北京-朝阳区,2-4万/月,11-19
高性能媒体服务器研发工程师,深圳达闼科技控股有限公司,北京-朝阳区,2-4万/月,11-19
机器人软件工程师-中间件,深圳达闼科技控股有限公司,北京-朝阳区,1.8-3.5万/月,11-19
SDN控制器开发工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.5-3万/月,11-19
Java开发工程师-网络方向,深圳达闼科技控股有限公司,北京-朝阳区,1.5-3万/月,11-19
机器人SLAM软件工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.8-3.5万/月,11-19
微服务开发工程师-GO（房山窦店）,深圳达闼科技控股有限公司,北京-房山区,1.7-3.4万/月,11-19
系统工程师,深圳达闼科技控股有限公司,北京-朝阳区,2.5-3万/月,11-19
自然语言处理算法工程师,深圳达闼科技控股有限公司,北京-朝阳区,3-6万/月,11-19
云存储开发工程师,深圳达闼科技控股有限公司,北京-朝阳区,2-3.5万/月,11-19
自动化测试工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.5-3万/月,11-19
android测试工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.2-2.4万/月,11-19
交付工程师,深圳达闼科技控股有限公司,北京-房山区,1-2万/月,11-19
数据工程师(NLP),深圳达闼科技控股有限公司,北京-朝阳区,1.7-3.4万/月,11-19
机器人软件实习生（房山软件园）,深圳达闼科技控股有限公司,北京-房山区,5-8千/月,11-19
交付工程师（房山窦店）,深圳达闼科技控股有限公司,异地招聘,1-1.8万/月,11-19
声纹识别算法工程师,深圳达闼科技控股有限公司,北京-朝阳区,2-4万/月,11-19
语音合成算法工程师,深圳达闼科技控股有限公司,北京-朝阳区,2-4万/月,11-19
配置管理工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.2-2.4万/月,11-19
测试工程师（机器人）,深圳达闼科技控股有限公司,北京-房山区,1.3-2.5万/月,11-19
Java开发工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.5-3万/月,11-19
C++高级工程师（NLP方向）,深圳达闼科技控股有限公司,北京-朝阳区,1.5-3万/月,11-19
云端机器人高级测试工程师,深圳达闼科技控股有限公司,北京-房山区,1.5-2.5万/月,11-19
NLP软件工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.5-3万/月,11-19
配置管理工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.5-2.5万/月,11-19
测试开发工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.5-2.5万/月,11-19
交付工程师,深圳达闼科技控股有限公司,北京-朝阳区,1-2万/月,11-19
机器人软件集成测试（白盒）工程师,深圳达闼科技控股有限公司,北京-房山区,1.2-2.4万/月,11-19
云计算网络研发工程师,深圳达闼科技控股有限公司,北京-朝阳区,1.7-3.4万/月,11-19
配置管理工程师,深圳达闼科技控股有限公司,异地招聘,1.5-3万/月,11-19
售后技术支持工程师,深圳达闼科技控股有限公司,北京-房山区,1-2万/月,11-19
00297-运维及技术支持工程师,云从科技,北京,1-2万/月,11-19
DevOps开发工程师,全时云商务服务股份有限公司,北京,1.5-2.5万/月,11-19
数据分析师(J10299),分享一下（北京）科技有限公司,北京-朝阳区,1.5-2万/月,11-19
运维开发工程师(J10472),亚联集团,北京-大兴区,1-1.5万/月,11-19
数据科学家（大数据应用部）,北京四维智联科技有限公司,北京-海淀区,3-5万/月,11-19
大数据分析工程师 (NTD项目组),北京四维智联科技有限公司,北京-海淀区,2-2.5万/月,11-19
Mobile Web/APP前端开发支持,HCL Technologies (Shanghai) Lim...,北京-海淀区,0.8-1.2万/月,11-19
信息技术部-配置管理岗,国富人寿保险股份有限公司,北京,1-3万/月,11-19
web前端讲师,达内时代科技集团有限公司,北京-朝阳区,2-2.5万/月,11-19
智能算法工程师01,北京经纬恒润科技有限公司,北京-海淀区,1-1.5万/月,11-19
算法工程师,曙光信息产业股份有限公司,北京,30-40万/年,11-19
大数据工程师-CE智能系统部,北京经纬恒润科技有限公司,北京-海淀区,1-1.5万/月,11-19
智能驾驶测试工程师,北京经纬恒润科技有限公司,北京-海淀区,1-1.5万/月,11-19
算法工程师-01,北京经纬恒润科技有限公司,北京-海淀区,1.3-2万/月,11-19
智能驾驶高级研发工程师,北京经纬恒润科技有限公司,北京-海淀区,1.5-2.5万/月,11-19
测试仿真工程师,北京经纬恒润科技有限公司,北京-海淀区,1-2万/月,11-19
三维动画师,北京无名幻彩文化科技有限公司,北京-朝阳区,0.8-1.5万/月,11-19
三维动画师,北京无名幻彩文化科技有限公司,北京-朝阳区,0.8-1.5万/月,11-19
人工智能测试开发工程师（2018SYD29）,中国信息通信研究院,北京-西城区,1-1.5万/月,11-19
移动应用软件安全工程师2018,中国信息通信研究院,北京-海淀区,0.8-1万/月,11-19
物联网安全工程师2018,中国信息通信研究院,北京-海淀区,0.8-1万/月,11-19
TEE安全工程师,中国信息通信研究院,北京-海淀区,0.8-1万/月,11-19
移动安全工程师,中国信息通信研究院,北京-海淀区,0.8-1万/月,11-19
网络人工智能研究员,中国信息通信研究院,北京-海淀区,1.5-2万/月,11-19
大数据技术与评测工程师,中国信息通信研究院,北京-海淀区,1-1.5万/月,11-19
区块链技术与评测工程师,中国信息通信研究院,北京-海淀区,1-1.5万/月,11-19
软件测试工程师,聚束科技（北京）有限公司,北京-大兴区,0.8-1万/月,11-19
高级软件测试工程师,聚束科技（北京）有限公司,北京-大兴区,1.5-2.5万/月,11-19
大数据整合开发工程师（CS1whl）,北京东方国信科技股份有限公司,北京,0.8-1.5万/月,11-19
大数据开发工程师,方正国际软件（北京）有限公司,北京,1-1.5万/月,11-19
大数据开发工程师,方正国际软件（北京）有限公司,北京,1-1.5万/月,11-19
测试开发工程师（商业变现校招）,字节跳动,北京,2-2.6万/月,11-18
测试开发工程师 - 校招,字节跳动,北京,2-2.6万/月,11-18
黑盒测试-HA,北京荣之联科技股份有限公司,北京-朝阳区,1.2-2万/月,11-18
软件测试工程师,同方佰宜科技（北京）有限公司,北京-朝阳区,7-9.9千/月,11-18
全定制设计工程师-01232,北京比特大陆科技有限公司,北京-海淀区,2-4万/月,11-17
测试经理,麦田春雪科贸（北京）有限公司,北京-朝阳区,2.5-3万/月,11-17
NLP算法工程师,汽车之家,北京-海淀区,3.5-5.5万/月,11-17
大数据研发工程师(J14772),好车酷酷二手车经纪（天津）有限公司,北京-海淀区,2-2.5万/月,11-17
Java初级开发工程师,上海致向科技有限责任公司,北京-海淀区,1.5-2万/月,11-17
图像算法工程师,北京眸视科技有限公司,北京-海淀区,1.2-2万/月,11-17
软件测试工程师.,中电科技（北京）有限公司,北京,1-1.5万/月,11-17
北京研发院高级前端开发,苏州思必驰信息科技有限公司,北京-海淀区,2-4万/月,11-16
C/C++ Linux gcc/g++ gdb,悠易互通（北京）广告有限公司,北京-朝阳区,3-5万/月,11-16
技术专家 资深架构师 C/C++ 架构,悠易互通（北京）广告有限公司,北京-朝阳区,3-5万/月,11-16
C/C++ Linux 后台开发,悠易互通（北京）广告有限公司,北京-朝阳区,2-4万/月,11-16
C++高级开发工程师/高级引擎开发工程师,悠易互通（北京）广告有限公司,北京-朝阳区,2-3万/月,11-16
引擎开发工程师/系统开发工程师,悠易互通（北京）广告有限公司,北京-朝阳区,1.5-3万/月,11-16
系统开发工程师/引擎开发工程师,悠易互通（北京）广告有限公司,北京-朝阳区,1.5-3万/月,11-16
北京研发院-高级大数据开发,苏州思必驰信息科技有限公司,北京-海淀区,2-4万/月,11-16
北京研发院高级全栈开发工程师,苏州思必驰信息科技有限公司,北京-海淀区,2-4万/月,11-16
规划管理岗（数据分析方向） -总行个人金融部,中国民生银行股份有限公司,北京,,11-16
高级算法工程师,上海十露盘科技有限公司,异地招聘,2-6万/月,11-16
资深软件测试工程师,聚束科技（北京）有限公司,北京-大兴区,2.5-4万/月,11-16
技术经理,北京车与车科技有限公司,北京-东城区,3-4万/月,11-16
研发总监,北京车与车科技有限公司,北京-东城区,3.5-5万/月,11-16
资深研发工程师,慧与软件（济宁）人才产业基地管理...,北京-朝阳区,2-3.5万/月,11-16
算法工程师,慧与软件（济宁）人才产业基地管理...,北京-朝阳区,2-4万/月,11-16
数据挖掘工程师,北京博森创奇管理咨询有限公司,北京-朝阳区,1.5-2万/月,11-16
测试工程师（中高级）,北京傲盾软件有限责任公司,北京-海淀区,0.8-1.5万/月,11-16
算法工程师,家宅融智（北京）科技有限公司,北京-朝阳区,2-4万/月,11-15
软件测试工程师,图玛深维医疗科技（北京）有限公司,北京-朝阳区,1-2万/月,11-15
安全监控和运营工程师,美菜网,北京-朝阳区,1.5-2万/月,11-15
运维工程师,美菜网,北京,1.5-2万/月,11-15
运维工程师,美菜网,北京,1.5-2万/月,11-15
软件测试工程师,美菜网,北京-朝阳区,2.5-3万/月,11-15
数据仓库工程师,美菜网,北京-朝阳区,2.5-3万/月,11-15
数据仓库工程师,美菜网,北京-朝阳区,2-3.5万/月,11-15
高级视频架构工程师 - 函数计算,字节跳动,北京,2-4万/月,11-15
中高级测试工程师,易联汇华（北京）科技有限公司,北京-朝阳区,1-2万/月,11-15
高级系统工程师（Linux运维）(J10199),北京腾云天下科技有限公司,北京,1.5-2.5万/月,11-15
算法高级工程师,蜀海（北京）供应链管理有限责任公司,北京-丰台区,2-3.5万/月,11-15
AI高级工程师,蜀海（北京）供应链管理有限责任公司,北京-丰台区,2-3.5万/月,11-15
数据库工程师（高级）,北京森艾电子技术有限公司,北京,10-20万/年,11-15
高级数据库工程师（Oracle DBA）,北京森艾电子技术有限公司,北京,8-15万/年,11-15
Hadoop大数据维护工程师,北京森艾电子技术有限公司,北京,8-12万/年,11-15
数据库管理员（Oracle）,北京森艾电子技术有限公司,北京,5-8万/年,11-15
大数据维护工程师（Hadoop运维）,北京森艾电子技术有限公司,北京,7-16万/年,11-15
数据库管理（高级Oracle DBA）,北京森艾电子技术有限公司,北京-海淀区,7-15万/年,11-15
高级Oracle DBA（数据库管理员）,北京森艾电子技术有限公司,北京,5-10万/年,11-15
大数据维护工程师（Hadoop）运维,北京森艾电子技术有限公司,北京,8-16万/年,11-15
Hadoop大数据集群维护,北京森艾电子技术有限公司,北京,8-12万/年,11-15
Hadoop大数据集群开发维护,北京森艾电子技术有限公司,北京,8-12万/年,11-15
中级测试工程师-PO-北京-00050,英雄互娱科技股份有限公司,北京-朝阳区,1.5-2.5万/月,11-15
数据分析师-QH-北京-00131,英雄互娱科技股份有限公司,北京-朝阳区,1-1.5万/月,11-15
少儿编程讲师（web前端）,达内时代科技集团有限公司,北京-海淀区,2-3万/月,11-15
系统运维工程师（NO.开三1703）,北京南天软件有限公司,北京-东城区,0.8-1.2万/月,11-15
Platform Software/Tools Engineer,英伟达半导体（上海）有限公司(NV...,异地招聘,,11-15
量化投研总监,深圳易科贝尔网络科技有限公司,北京-朝阳区,2-3.5万/月,11-15
助理软件工程师,北京宇信科技集团股份有限公司,北京-朝阳区,6-8千/月,11-14
QNX系统工程师,比亚迪精密制造有限公司,北京-通州区,0.8-1.6万/月,11-14
算法科学家,北京华宇元典信息服务有限公司,北京-海淀区,2.5-3万/月,11-14
高级NLP工程师,北京华宇元典信息服务有限公司,北京-海淀区,1.2-2.5万/月,11-14
C++开发工程师,上海欣方智能系统有限公司,北京-海淀区,0.7-1.2万/月,11-14
高级运维工程师,象翌微链科技发展有限公司,北京-海淀区,1-1.5万/月,11-14
高级测试工程师（大数据）,象翌微链科技发展有限公司,北京-海淀区,1.2-1.6万/月,11-14
大数据运维工程师,象翌微链科技发展有限公司,北京-海淀区,1.5-2万/月,11-14
大数据项目经理,象翌微链科技发展有限公司,北京-海淀区,2-2.5万/月,11-14
大数据平台管理部总监,象翌微链科技发展有限公司,北京-海淀区,2-3万/月,11-14
云平台管理部总监,象翌微链科技发展有限公司,北京-海淀区,2-3万/月,11-14
Golang开发工程师,北京美餐巧达科技有限公司,北京-海淀区,1.5-3万/月,11-14
风控分析师,狐狸金服（北京）信息技术咨询有限...,北京-海淀区,1.5-2.5万/月,11-14
运维工程师岗位,北京西普阳光教育科技股份有限公司,北京,1-1.5万/月,11-14
Java中级开发工程师,普元信息技术股份有限公司,北京-海淀区,1-1.5万/月,11-14
平台系统架构师(005713),广联达科技股份有限公司,北京-海淀区,4-4.5万/月,11-14
中级测试开发,中软国际科技服务有限公司,北京-朝阳区,1-1.4万/月,11-14
网络安全工程师,中国金融认证中心（CFCA）,北京,1-2万/月,11-14
Android逆向分析工程师,中国金融认证中心（CFCA）,北京,1-2万/月,11-14
Android逆向分析工程师,中国金融认证中心（CFCA）,北京,1-2万/月,11-14
测试开发工程师,中国金融认证中心（CFCA）,北京,1-2万/月,11-14
网络工程师,中国金融认证中心（CFCA）,北京-海淀区,1-2万/月,11-14
系统工程师,中国金融认证中心（CFCA）,北京-海淀区,1-2万/月,11-14
运维开发高级工程师(J10319),小猪短租,北京-海淀区,3-4万/月,11-13
运维工程师（校招）(J10263),小猪短租,北京-海淀区,1-1.5万/月,11-13
测试开发工程师(J10165),小猪短租,北京-海淀区,2.5-3万/月,11-13
数据分析算法工程师(J10202),小猪短租,北京-海淀区,2.5-3万/月,11-13
数据分析算法工程师（校招）(J10253),小猪短租,北京-海淀区,1-1.5万/月,11-13
DBA工程师(J10140),小猪短租,北京-海淀区,2-4万/月,11-13
美团地图-资深大数据开发工程师,美团点评,北京-朝阳区,2.5-3万/月,11-13
数据开发工程师,九坤投资（北京）有限公司,北京-海淀区,2-2.5万/月,11-13
量化策略分析师,九坤投资（北京）有限公司,异地招聘,25-60万/年,11-13
高级运维开发工程师,九坤投资（北京）有限公司,北京-海淀区,30-50万/年,11-13
量化策略分析师,九坤投资（北京）有限公司,北京-海淀区,25-60万/年,11-13
机器算法实习生,北京睿科伦智能科技有限公司,北京-海淀区,200元/天,11-13
运维开发工程师,四达时代通讯网络技术有限公司,北京-大兴区,1.5-2万/月,11-13
Java开发工程师,四达时代通讯网络技术有限公司,北京-大兴区,2.5-3万/月,11-13
软件测试工程师,创易金服（北京）科技有限责任公司,北京-海淀区,1-1.5万/月,11-13
用户研究经理,北京安德信业信息咨询有限责任公司,北京-海淀区,2-3万/月,11-13
高级搜索开发工程师,北京安德信业信息咨询有限责任公司,北京,2.5-4万/月,11-13
高级测试工程师（APP）/软件测试,北京安德信业信息咨询有限责任公司,北京,2-2.5万/月,11-13
运维开发DevOps,北京博睿宏远数据科技股份有限公司,北京-东城区,1.5-2万/月,11-13
数据处理工程师（北京）,南京唯实科技有限公司,北京,0.6-1万/月,11-13
安全开发专员 （北京）,普信恒业科技发展（北京）有限公司,北京,,11-13
开发工程师（北京）,普信恒业科技发展（北京）有限公司,北京,,11-13
数据开发工程师（北京）,普信恒业科技发展（北京）有限公司,北京,,11-13
数据挖掘工程师（北京）,普信恒业科技发展（北京）有限公司,北京,,11-13
语音算法工程师（北京）,普信恒业科技发展（北京）有限公司,北京,,11-13
数据挖掘工程师（北京）,普信恒业科技发展（北京）有限公司,北京,,11-13
Linux 运维工程师,北京比特大陆科技有限公司,北京-海淀区,1-2万/月,11-13
算法工程师—北京,北京比特大陆科技有限公司,北京-海淀区,1-2万/月,11-13
测试开发工程师-北京-01397,北京比特大陆科技有限公司,北京-海淀区,2-3万/月,11-13
运维开发工程师-北京-01100,北京比特大陆科技有限公司,北京-海淀区,2-3万/月,11-13
运维开发工程师,北京比特大陆科技有限公司,北京-海淀区,1.5-2.5万/月,11-13
全定制芯片工程师-北京-01110,北京比特大陆科技有限公司,北京-海淀区,3-5万/月,11-13
下一代车联网C-V2X关键技术研发,北京慧博融信科技有限公司,北京,1-1.3万/月,11-12
web测试,北京慧博融信科技有限公司,北京,0.7-1万/月,11-12
系统性能测试,北京慧博融信科技有限公司,异地招聘,6-8千/月,11-12
平台测试工程师,北京慧博融信科技有限公司,北京-海淀区,1-1.2万/月,11-12
高级软件工程师,北京中科紫宸睿达科技有限公司,北京-丰台区,15-30万/年,11-12
DevOps高级工程师,北京世纪互联宽带数据中心有限公司,北京,1-1.5万/月,11-12
资深数据分析师,北京安德信业信息咨询有限责任公司,北京-海淀区,2-3.5万/月,11-12
高级数据专家,北京安德信业信息咨询有限责任公司,北京-海淀区,40-60万/年,11-12
项目管理（偏软件\Linux系统方向）,上海异瀚数码科技股份有限公司,北京,1-1.8万/月,11-12
少儿编程讲师（web前端） (MJ004479),达内时代科技集团有限公司,北京-海淀区,1.5-3万/月,11-12
高级数据挖掘分析工程师,北京思路创新科技有限公司,北京-海淀区,2-2.5万/月,11-12
大数据基础技术研发人员——可视化,北京思路创新科技有限公司,北京-海淀区,1-1.5万/月,11-12
测试实习生,汽车之家,北京-海淀区,140元/天,11-12
linux运维工程师,北京世纪互联宽带数据中心有限公司,北京,1-1.5万/月,11-12
资深推荐搜索,北京安德信业信息咨询有限责任公司,北京-海淀区,45-65万/年,11-11
高级运维开发工程师,北京安德信业信息咨询有限责任公司,北京-朝阳区,2-3.5万/月,11-11
算法专家/负责人,北京安德信业信息咨询有限责任公司,北京-朝阳区,3.5-5万/月,11-11
项目助理,神州数码医疗科技股份有限公司,北京-海淀区,0.8-1.1万/月,11-11
数据运营经理 (MJ003857),达内时代科技集团有限公司,北京,1.5-3万/月,11-10
数据工程师 (MJ003923),达内时代科技集团有限公司,北京-海淀区,0.8-1.2万/月,11-10
AI研发工程师-语音识别方向 (MJ003645),达内时代科技集团有限公司,北京-海淀区,2-3万/月,11-10
高德-导航数据编译 工程师,阿里巴巴集团,北京,,11-10
人工智能实验室-机器人系统软件专家-中间件及应用方向,阿里巴巴集团,北京,,11-10
亚博科技-人工智能算法专家,阿里巴巴集团,北京,,11-10
亚博科技-高级数据库开发工程师,阿里巴巴集团,北京,,11-10
System Programmer,英特尔（中国）有限公司,北京,,11-10
高级软件工程师,北京科电高技术公司,北京-海淀区,0.8-1万/月,11-10
风控政策分析师(000943),北京融联世纪信息技术有限公司,北京,1.5-3万/月,11-09
资深APP端测试工程师,北京云途时代影业科技有限公司,北京-朝阳区,2-3万/月,11-09
运维工程师,北京三才智者技术服务有限公司,北京-海淀区,1-1.5万/月,11-09
硬件创新产品中心-数据工程师,美团点评,北京-朝阳区,2.5-3万/月,11-09
大数据SRE,美团点评,北京-朝阳区,3-4万/月,11-09
大数据研发工程师 大数据平台 经验不限,华成恒飞（北京）科技发展有限公司,北京-朝阳区,6-8千/月,11-09
大数据研发工程师 大数据平台 经验不限,华成恒飞（北京）科技发展有限公司,北京-朝阳区,6-8千/月,11-09
微服务开发运维工程师,电讯盈科企业方案,北京,3-4万/月,11-09
高级测试经理（供应链金融）,北京融贯电子商务有限公司,北京-朝阳区,1.5-3万/月,11-09
无线安全测试工具开发工程师,北京清华亚迅电子信息研究所,北京-海淀区,2-2.5万/月,11-09
网络设备安全测试工程师,北京清华亚迅电子信息研究所,北京-海淀区,1.5-2万/月,11-09
安全测试工程师（智能汽车嵌入式设备）,北京清华亚迅电子信息研究所,北京-海淀区,1.5-2万/月,11-09
云计算实施工程师,建投数据科技股份有限公司,北京-海淀区,1-1.5万/月,11-09
系统工程师,赛仕软件（北京）有限公司,北京-朝阳区,0.8-1万/月,11-09
软件测试工程师-健康与生命科学,赛仕软件（北京）有限公司,北京-朝阳区,1-1.5万/月,11-09
助理分析顾问,赛仕软件（北京）有限公司,北京-朝阳区,150元/天,11-09
算法工程师(000897),北京融联世纪信息技术有限公司,北京,2-4万/月,11-09
数据仓库开发工程师（商业变现校招）,字节跳动,北京,2-2.6万/月,11-09
数据分析师,北京融联世纪信息技术有限公司,北京,2-2.5万/月,11-09
NLP算法工程师（JD）,北京视野金融信息服务有限公司,北京-海淀区,1.5-3万/月,11-09
金融产品分析师(000861),北京融联世纪信息技术有限公司,北京,1.5-3万/月,11-09
高级架构师,北京国电通网络技术有限公司,北京,3-4万/月,11-09
文本大数据分析师,中经网数据有限公司,北京-西城区,0.5-1万/月,11-09
安全评估工程师（北京）,杭州安恒信息技术股份有限公司,北京-海淀区,1.5-2万/月,11-08
安全评估工程师（北京）,杭州安恒信息技术股份有限公司,北京,1-2万/月,11-08
高级网络安全专家（安全态势感知方向）,杭州安恒信息技术股份有限公司,北京-海淀区,2.5-4万/月,11-08
大数据分析工程师（态势感知方向）（北京）,杭州安恒信息技术股份有限公司,北京-海淀区,1.8-2.5万/月,11-08
测试开发工程师,立信会计师事务所（特殊普通合伙）...,北京-丰台区,1.5-2.5万/月,11-08
大数据开发工程师,中国国际电子商务中心,北京-东城区,1-1.5万/月,11-08
数据分析师,中国国际电子商务中心,北京-东城区,0.8-1万/月,11-08
架构师,图玛深维医疗科技（北京）有限公司,北京-朝阳区,2-3.5万/月,11-08
搜索开发工程师,北京鑫方盛电子商务股份有限公司,北京,1.2-1.8万/月,11-08
数据分析师,北京博森创奇管理咨询有限公司,北京-朝阳区,0.7-1.1万/月,11-08
数据分析师（优秀应届生）,北京博森创奇管理咨询有限公司,北京-朝阳区,0.7-1.1万/月,11-08
数据库工程师,北京超流海宏科技有限公司,北京-丰台区,1.5-2.5万/月,11-08
爬虫开发工程师,北京超流海宏科技有限公司,北京-丰台区,1.5-2.5万/月,11-08
测试,北京量码博信数据技术有限公司,北京-门头沟区,0.6-1.3万/月,11-08
PHP高级开发工程师,中玉金标记（北京）生物技术股份有...,北京,0.8-2万/月,11-08
Linux云计算实训讲师 (MJ004221),达内时代科技集团有限公司,北京-海淀区,1-1.8万/月,11-07
机器学习讲师 (MJ004205),达内时代科技集团有限公司,北京-朝阳区,1.5-3万/月,11-07
编程数学讲师,达内时代科技集团有限公司,北京-朝阳区,1-1.5万/月,11-07
游戏运维工程师,北京承启通科技有限公司,北京-石景山区,0.8-1万/月,11-07
周末IT讲师,北京中科信软科技有限公司,北京,2000元/天,11-07
大数据开发工程师,北京当当网信息技术有限公司,北京-朝阳区,2.3-3.8万/月,11-07
数据仓库工程师,北京当当网信息技术有限公司,北京-朝阳区,2.5-3.5万/月,11-07
linux操作系统开发工程师,北京凝思科技有限公司,北京-海淀区,0.8-1.2万/月,11-07
Java软件工程师,中国科学院自动化研究所,北京-海淀区,1-1.5万/月,11-07
高级测试工程师,知好乐教育科技集团有限公司,北京-东城区,1-2万/月,11-07
系统工程师(软件开发),北京可兰德网络技术有限公司,北京-海淀区,0.8-1.2万/月,11-07
系统工程师(软件开发),北京可兰德网络技术有限公司,北京-海淀区,1-1.5万/月,11-07
运维工程师,华夏启蒙网络科技（北京）有限公司,北京-朝阳区,1.5-2万/月,11-07
GBI AI中国解决方案高级经理-BT,辉瑞制药有限公司,北京,4-5万/月,11-07
爬虫工程师（JD）,北京视野金融信息服务有限公司,北京-海淀区,1.5-3万/月,11-07
自动化测试工程师,人人公司（Renren Inc）,北京-朝阳区,1.5-3万/月,11-07
接口测试工程师(J10081),快助（天津）科技有限公司,北京-海淀区,0.8-1万/月,11-06
生物信息研究员,臻和（北京）科技有限公司,北京-海淀区,1-1.5万/月,11-06
总部-语音算法工程师-北京,中移在线服务有限公司,北京,10-30万/年,11-06
后端开发工程师（商业变现校招）,字节跳动,北京,2-2.6万/月,11-06
Java开发工程师（商业变现校招）,字节跳动,北京,2-2.6万/月,11-06
PHP开发工程师（商业变现校招）,字节跳动,北京,2-2.6万/月,11-06
Golang开发工程师 - 校招,字节跳动,北京,2-2.6万/月,11-06
推荐算法工程师 - 校招,字节跳动,北京,2-2.6万/月,11-06
系统工程师,北京蓝卡科技股份有限公司,北京-海淀区,6-8千/月,11-06
运维工程师,狐狸金服（北京）信息技术咨询有限...,北京-海淀区,1.5-2.5万/月,11-06
BI工程师,狐狸金服（北京）信息技术咨询有限...,北京-海淀区,1.5-2万/月,11-06
数据分析师,新博卓畅技术（北京）有限公司,北京-大兴区,1-2.8万/月,11-06
运维开发工程师,北京科电高技术公司,北京-海淀区,6-8千/月,11-06
测试工程师,凌动智行（北京）科技有限公司,北京-东城区,1-1.5万/月,11-06
高级测试工程师-00003,北京可为高科信息技术有限责任公司,北京-朝阳区,0.8-1.2万/月,11-06
系统开发/高级运维岗,中国电子科技集团公司第十五研究所...,北京,1-1.5万/月,11-06
软件研发工程师（数据挖掘方向）,中国电子科技集团公司第十五研究所...,北京-海淀区,0.6-1.2万/月,11-06
高级web前端软件工程师,中科赛诺（北京）科技有限公司,北京-丰台区,1.5-2.5万/月,11-06
气象算法分析师,中科赛诺（北京）科技有限公司,北京-丰台区,1.5-2.5万/月,11-06
商业策略分析师（金融产品经理）,北京融联世纪信息技术有限公司,北京,1.5-2.5万/月,11-05
